# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_416042	Hangzhou/ZJU-02/2020	Asia / China / Zhejiang / Hangzhou	2020-01-26	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003	Hangping Yao et al
EPI_ISL_424891	USA/VA_6352/2020	North America / USA / Virginia / 	2020-03-08	VA-Division of Consolidated Laboratory Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
EPI_ISL_430271	USA/WA-S233/2020	North America / USA / Washington / Snohomish County	2020-03-03	Washington State Department of Health	Seattle Flu Study	Chu et al et al
EPI_ISL_454924	Wuhan/HB-WH2-156/2020	Asia / China / Hubei / Wuhan	2020-02-28	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_426422	USA/IN_72003/2020	North America / USA / Indiana / 	2020-03-07	IN State Department of Health Laboratory Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
EPI_ISL_460354	USA/MA-MGH-00444/2020	North America / USA / Massachusetts / 	2020-03-08	Massachusetts General Hospital	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
EPI_ISL_417383	Australia/NSW15/2020	Oceania / Australia / New South Wales / Sydney	2020-03-03	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R et al
EPI_ISL_451322	Sichuan/SC-MY-056/2020	Asia / China / Sichuan / 	2020-02-01	West China Hospital of Sichuan University	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_476139	Sweden/20-02114/2020	Europe / Sweden / Jonkoping / 	2020-01-31	Folkhalsomyndigheten	The Public Health Agency of Sweden	Oskar Karlsson Lindsjo et al
EPI_ISL_537410	Spain/RI-IBV-99005867/2020	Europe / Spain / La Rioja / Haro	2020-03-05	Centro de Investigación Biomédica de La Rioja - Hospital San Pedro Logroño	SeqCOVID-SPAIN consortium/IBV(CSIC)	María de Toro et al
EPI_ISL_490006	SaudiArabia/596/2020	Asia / Saudi Arabia / Saudi Arabia / 	2020-02-18	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
EPI_ISL_449485	Wuhan/WHUH012/2020	Asia / China / Hubei / Wuhan	2020-01-22	unknown	Department of Respiratory and Critical Care	Wang et al
EPI_ISL_417186	SouthAfrica/R03006/2020	Africa / South Africa / KwaZulu-Natal / 	2020-03-07	National Institute for Communicable Diseases of the National Health Laboratory Service	National Institute for Communicable Diseases of the National Health Laboratory Service	Allam M et al
EPI_ISL_464294	England/201021555/2020	Europe / United Kingdom / England / 	2020-03-03	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_413611	USA/CruiseA-6/2020	North America / USA / Diamond Princess / 	2020-02-21	unknown	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Uehara et al
EPI_ISL_454936	Wuhan/HB-WH3-170/2020	Asia / China / Hubei / Wuhan	2020-02-11	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_524485	Switzerland/ZH-UZH-1000479112/2020	Europe / Switzerland / Zürich / 	2020-03-05	Division of Infectious Diseases, University Hospital Zürich	Institute of Medical Virology, University of Zurich	Verena Kufner et al
EPI_ISL_414688	Guangzhou/GZMU0042/2020	Asia / China / Guangdong / Guangzhou	2020-02-25	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	Zhao et al et al
EPI_ISL_416361	Shanghai/SH0053/2020	Asia / China / Shanghai / 	2020-02-01	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_410719	Singapore/11/2020	Asia / Singapore / Singapore / Singapore	2020-02-02	National Public Health Laboratory	National Public Health Laboratory	Octavia S et al
EPI_ISL_455858	Sweden/20-50148/2020	Europe / Sweden / Stockholm / 	2020-03-05	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_413513	SouthKorea/KUMC03/2020	Asia / South Korea / South Korea / 	2020-02-27	Division of Infectious Diseases, Department of Internal Medicine, Korea University College of Medicine	Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University	Changmin Kang et al
EPI_ISL_430740	Beijing/BJ710/2020	Asia / China / Beijing / 	2020-02-07	Chinese PLA Institute for Disease Control and Prevention	Chinese PLA Institute for Disease Control and Prevention	Peng Li et al
EPI_ISL_417258	England/20108034006/2020	Europe / United Kingdom / England / 	2020-03-06	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
EPI_ISL_418848	Canada/BC_8159203/2020	North America / Canada / British Columbia / 	2020-03-05	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Harrigan et al
EPI_ISL_493170	Wuhan/0126-C12/2020	Asia / China / Hubei / Wuhan	2020-01-26	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_479917	Japan/PG-0217/2020	Asia / Japan / Kanto / 	2020-03-04	Niigata City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_487269	Peru/LIM-INS-002/2020	South America / Peru / Lima / 	2020-03-06	Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud.	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud.	Carlos Padilla Rojas et al
EPI_ISL_403935	Guangdong/20SF025/2020	Asia / China / Guangdong / Shenzhen	2020-01-15	Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Public Health	Department of Microbiology, Guangdong Provincial Center for Diseases Control and Prevention	Min Kang et al
EPI_ISL_422808	Netherlands/NA_47/2020	Europe / Netherlands / Netherlands / 	2020-03-08	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
EPI_ISL_493169	Wuhan/0126-C10/2020	Asia / China / Hubei / Wuhan	2020-01-26	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_416753	France/Lyon_06464/2020	Europe / France / Auvergne-Rhône-Alpes / 	2020-03-06	Institut des Agents Infectieux (IAI) Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Bal et al
EPI_ISL_416046	Hangzhou/ZJU-04/2020	Asia / China / Zhejiang / Hangzhou	2020-01-24	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	Hangping Yao et al
EPI_ISL_414635	France/HF1988/2020	Europe / France / Hauts de France / Compiègne	2020-03-04	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélnie Albert et al
EPI_ISL_438015	Austria/CeMM0170/2020	Europe / Austria / Vienna / 	2020-03-07	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_410714	Singapore/8/2020	Asia / Singapore / Singapore / Singapore	2020-02-03	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Octavia S et al
EPI_ISL_426030	USA/NY-Wadsworth-10703-01/2020	North America / USA / New York / 	2020-03-04	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al
EPI_ISL_414367	USA/WA-UW19/2020	North America / USA / Washington / 	2020-03-05	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
EPI_ISL_416321	Shanghai/SH0008/2020	Asia / China / Shanghai / 	2020-01-28	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_415129	England/20099038206/2020	Europe / United Kingdom / England / 	2020-02-29	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
EPI_ISL_493182	Wuhan/0126-C100/2020	Asia / China / Hubei / Wuhan	2020-01-26	National Virus Resource Center, Chinese Academy of Sciences, Wuhan 430071, China	Computational Virology Group, Center for Bacteria and Viruses Resources and Bioinformation, Wuhan Institute of Virology, Chinese Academy of Sciences，Wuhan 430071, China	Jianjun Chen et al
EPI_ISL_492987	Italy/VEN-UniVR-8/2020	Europe / Italy / Veneto / Verona IT	2020-03-05	IRCCS Sacro Cuore Don Calabria Hospital, Department of Infectious, Tropical Diseases & Microbiology	University of Verona, Department of Biotechnology	Antonio Mori et al
EPI_ISL_455884	Sweden/20-50244/2020	Europe / Sweden / Stockholm / 	2020-03-08	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_527739	CostaRica/INC-0071/2020	North America / Costa Rica / Costa Rica / 	2020-03-06	Hospital Mexico [San Jose/San Jose]	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
EPI_ISL_479798	Japan/PG-0011/2020	Asia / Japan / Kanto / 	2020-02-18	Sagamihara City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_407988	Singapore/3/2020	Asia / Singapore / Singapore / Singapore	2020-02-01	National Centre for Infectious Diseases	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson et al
EPI_ISL_479800	Japan/PG-0016/2020	Asia / Japan / Hokkaido / 	2020-01-20	Sapporo City Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_479813	Japan/PG-0050/2020	Asia / Japan / Hokkaido / 	2020-03-03	Hokkaido Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_417154	USA/WA-S101/2020	North America / USA / Washington / King County	2020-02-28	Washington State Department of Health	Seattle Flu Study	Chu etl al et al
EPI_ISL_414476	USA/NY1-PV08001/2020	North America / USA / New York / 	2020-02-29	MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Gopi Patel et al
EPI_ISL_413614	USA/CruiseA-9/2020	North America / USA / Diamond Princess / 	2020-02-17	unknown	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
EPI_ISL_415629	Scotland/EDB004/2020	Europe / United Kingdom / Scotland / 	2020-03-04	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian	Virology Department, Royal Infirmary of Edinburgh, NHS Lothian	McHugh M et al
EPI_ISL_416484	Spain/VC-FISABIO-5/2020	Europe / Spain / Comunitat Valenciana / Valencia	2020-02-27	Servicio de Microbiología. Consorcio Hospital General Universitario de Valencia	Sequencing and Bioinformatics Service and Molecular Epidemiology Research Group. FISABIO-Public Health	Maria Dolores Ocete et al
EPI_ISL_454943	Wuhan/HB-WH3-182/2020	Asia / China / Hubei / Wuhan	2020-03-02	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_417728	Iceland/70/2020	Europe / Iceland / Reykjavik / 	2020-03-08	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson et al
EPI_ISL_429351	Denmark/ALAB-SSI122/2020	Europe / Denmark / Denmark / 	2020-03-08	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark, Artillerivej 5, 2300 Copenahgen S	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Rasmus Kirkegaard et al
EPI_ISL_426026	USA/NY-Wadsworth-10528-01/2020	North America / USA / New York / 	2020-03-03	Wadsworth Center, New York State Department.of Health	Wadsworth Center, New York State Department.of Health	Kirsten St. George et al
EPI_ISL_416630	Japan/DP0803/2020	Asia / Japan / Japan / 	2020-02-17	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_455364	Wuhan/HB-WH1-129/2020	Asia / China / Hubei / Wuhan	2020-03-02	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_414636	France/HF1989/2020	Europe / France / Hauts de France / Compiègne	2020-03-04	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélnie Albert et al
EPI_ISL_418441	Hangzhou/HZ48/2020	Asia / China / Zhejiang / Hangzhou	2020-01-21	Hangzhou Center for Disease Control and Prevention	Inspection Center of Hangzhou Center for Disease Control and Prevention	Yu hua et al
EPI_ISL_438006	Austria/CeMM0160/2020	Europe / Austria / Vienna / 	2020-03-04	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_420355	Belgium/RR-030699/2020	Europe / Belgium / Oudenaarde / Ronse	2020-03-06	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_429078	Guangzhou/GZMU0013/2020	Asia / China / Guangdong / Guangzhou	2020-02-07	The First Affiliated Hospital of Guangzhou Medical University	BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University	 et al
EPI_ISL_454472	Sweden/20-08101/2020	Europe / Sweden / Stockholm / 	2020-03-07	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_414369	USA/WA-UW21/2020	North America / USA / Washington / 	2020-03-05	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
EPI_ISL_488277	England/BRIS-12F7AB/2020	Europe / United Kingdom / England / 	2020-03-07	PHE South West Regional Laboratory, National Infection Service	Wellcome Sanger Institute for the COVID-19 Genomics UK Consortium	Stephanie Hutchings et al
EPI_ISL_447330	Israel/51137031/2020	Asia / Israel / Tel Aviv District / 	2020-03-01	Clinical Virology Laboratory, Soroka Medical Center and the Faculty of Health Sciences, Ben-Gurion University of the Negev	Stern Lab	Stern Lab et al
EPI_ISL_418991	Hangzhou/ZJU-011/2020	Asia / China / Zhejiang / Hangzhou	2020-02-04	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	Hangping Yao et al
EPI_ISL_420547	India/UN-772/2020	Asia / India / India / 	2020-03-03	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil et al
EPI_ISL_416594	Japan/DP0319/2020	Asia / Japan / Japan / 	2020-02-16	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_420354	Belgium/BS-030598/2020	Europe / Belgium / Dendermonde / Waasmunster	2020-03-05	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_455319	Spain/AN-ISCIII-201616/2020	Europe / Spain / Andalusia / 	2020-03-05	Hospital Virgen de las Nieves	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_455370	Wuhan/HB-WH2-146/2020	Asia / China / Hubei / Wuhan	2020-02-24	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_413566	Netherlands/Blaricum_1364780/2020	Europe / Netherlands / North Brabant / Blaricum	2020-03-02	MHC Gooi & Vechtstreek	Erasmus Medical Center	David Nieuwenhuijse et al
EPI_ISL_429102	Guangzhou/GZMU0059/2020	Asia / China / Guangdong / Guangzhou	2020-01-27	The First Affiliated Hospital of Guangzhou Medical University	BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University	 et al
EPI_ISL_480042	Japan/PG-0372/2020	Asia / Japan / Chubu / 	2020-02-15	Nagoya City Public Health Research Institute	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_425802	Scotland/CVR71/2020	Europe / United Kingdom / Scotland / 	2020-03-06	West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Research	COVID-19 Genomics UK (COG-UK) Consortium	Ana da Silva Filipe et al
EPI_ISL_455373	Wuhan/HB-WH2-154/2020	Asia / China / Hubei / Wuhan	2020-02-28	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_416505	France/B2336/2020	Europe / France / Bretagne / Rennes	2020-03-02	CHRU Pontchaillou - Laboratoire de Virologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélnie Albert et al
EPI_ISL_479836	Japan/PG-0089/2020	Asia / Japan / Hokkaido / 	2020-03-05	Sapporo City Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_412870	SouthKorea/KCDC06/2020	Asia / South Korea / Seoul / Seoul	2020-01-30	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_414005	England/200940527/2020	Europe / United Kingdom / England / 	2020-02-25	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
EPI_ISL_447916	Thailand/Bangkok_323/2020	Asia / Thailand / Bangkok / 	2020-01-29	n/a	National Institute of Health. Department of medical Sciences, Ministry of Public Health, Thailand	Pilailuk et al
EPI_ISL_476559	Morocco/refstage1/2020	Africa / Morocco / Morocco / 	2020-02-27	unknown	Laboratoire Sciences et Technologies de la Santé (STS) Institut Supérieur des Sciences de la Santé Université Hassan 1er, Settat, Morocco	Hajar Lemriss et al
EPI_ISL_418252	Spain/MD-ISCIII-201449/2020	Europe / Spain / Madrid / 	2020-03-04	FUNDACION JIMENEZ DIAZ	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_425803	Scotland/CVR72/2020	Europe / United Kingdom / Scotland / 	2020-03-04	West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Research	COVID-19 Genomics UK (COG-UK) Consortium	Ana da Silva Filipe et al
EPI_ISL_427644	Australia/NSW217/2020	Oceania / Australia / New South Wales / Sydney	2020-03-02	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R et al
EPI_ISL_455904	Sweden/20-50270/2020	Europe / Sweden / Uppsala / 	2020-03-08	Klinisk mikrobiologi, UAS	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_497996	SouthKorea/KCDC2095/2020	Asia / South Korea / South Korea / 	2020-02-27	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_516079	Italy/MAR-UnivPM-32898/2020	Europe / Italy / Marche / Ancona	2020-03-08	Biomedical Sciences and Public Health, Polytechnic University of Marche	Biomedical Sciences and Public Health, Polytechnic University of Marche	Bagnarelli et al
EPI_ISL_464195	England/20098017604/2020	Europe / United Kingdom / England / 	2020-02-26	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	PHE Covid Sequencing Team et al
EPI_ISL_447911	Thailand/Nonthaburi_193/2020	Asia / Thailand / Nonthaburi / 	2020-01-24	n/a	National Institute of Health. Department of medical Sciences, Ministry of Public Health, Thailand	Pilailuk et al
EPI_ISL_516084	Italy/MAR-UnivPM-73696/2020	Europe / Italy / Marche / Ancona	2020-02-28	Biomedical Sciences and Public Health, Polytechnic University of Marche	Biomedical Sciences and Public Health, Polytechnic University of Marche	Bagnarelli et al
EPI_ISL_427647	Australia/NSW155/2020	Oceania / Australia / New South Wales / Sydney	2020-03-06	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Gray K et al
EPI_ISL_417422	Belgium/DHWM-03041/2020	Europe / Belgium / Halle-Vilvoorde / Dilbeek	2020-03-04	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carerras et al
EPI_ISL_525587	USA/NY-Wadsworth-11681-01/2020	North America / USA / New York / 	2020-03-08	Wadsworth Center, New York State Department of Health	Wadsworth Center, New York State Department of Health	Kirsten St. George et al
EPI_ISL_418863	Belgium/VS-030542/2020	Europe / Belgium / Tournai-Mouscron / Comines	2020-03-05	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
EPI_ISL_438013	Austria/CeMM0168/2020	Europe / Austria / Vienna / 	2020-03-07	Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Alexandra Popa et al
EPI_ISL_420448	Belgium/GSA-030454/2020	Europe / Belgium / Leuven / Lubbeek	2020-03-04	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Joan Marti-Carreras et al
EPI_ISL_417232	England/20104008902/2020	Europe / United Kingdom / England / 	2020-03-04	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
EPI_ISL_454992	Wuhan/HB-WHCM-109/2020	Asia / China / Hubei / Wuhan	2020-02-27	Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
EPI_ISL_414687	Guangzhou/GZMU0031/2020	Asia / China / Guangdong / Guangzhou	2020-02-25	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	the First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	Zhao et al et al
EPI_ISL_437896	Greece/237_31890/2020	Europe / Greece / Athens / 	2020-03-08	Laboratory of Microbiology, Medical School, National and Kapodistrian University of Athens	Laboratory of Biology, Department of Medicine, Democritus University of Thrace	Kassela K. et al
EPI_ISL_402125	Wuhan/Hu-1/2019	Asia / China / Hubei / Wuhan	2019-12-26	National Institute for Communicable Disease Control and Prevention (ICDC) Chinese Center for Disease Control and Prevention (China CDC)	National Institute for Communicable Disease Control and Prevention (ICDC) Chinese Center for Disease Control and Prevention (China CDC)	Zhang et al
EPI_ISL_413589	Netherlands/Utrecht_1363628/2020	Europe / Netherlands / Utrecht / Utrecht	2020-03-01	MHC Utrecht	Erasmus Medical Center	David Nieuwenhuijse et al
EPI_ISL_539556	Spain/CT-ISCIII-34696/2020	Europe / Spain / Catalunya / 	2020-03-02	Hospital Clínic	Instituto de Salud Carlos III	Iglesias-Caballero et al
EPI_ISL_416609	Japan/DP0568/2020	Asia / Japan / Japan / 	2020-02-17	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al
EPI_ISL_416470	Belgium/DB-03023/2020	Europe / Belgium / Huy / Couthuin	2020-03-02	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al
EPI_ISL_429098	Guangzhou/GZMU0054/2020	Asia / China / Guangdong / Guangzhou	2020-01-29	The First Affiliated Hospital of Guangzhou Medical University	BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University	Yanqun Wang et al
EPI_ISL_437204	Germany/BY-MVP-0002/2020	Europe / Germany / Bavaria / Munich	2020-03-05	Max von Pettenkofer Institute, Virology, National Reference Center for Retroviruses, LMU München	Laboratory for Functional Genome Analysis, Dept. Genomics, Gene Center of the LMU Munich	Max Muenchhoff et al
EPI_ISL_455863	Sweden/20-50194/2020	Europe / Sweden / Stockholm / 	2020-03-05	Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Anna-Malin Linde et al
EPI_ISL_408481	Chongqing/IVDC-CQ-001/2020	Asia / China / Chongqing / 	2020-01-18	National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan et al
EPI_ISL_416397	Shanghai/SH0107/2020	Asia / China / Shanghai / 	2020-02-02	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	Shengyue Wang et al
EPI_ISL_420791	USA/NH_0004/2020	North America / USA / New Hampshire / 	2020-02-29	NH Department of Health and Human Services Public Health Labs	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
EPI_ISL_471453	SouthKorea/KCDC2047/2020	Asia / South Korea / South Korea / 	2020-02-20	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al
EPI_ISL_485398	SouthKorea/CoV55/2020	Asia / South Korea / South Korea / 	2020-02-26	Department of Internal Medicine, College of Medicine, Chosun University	Department of Internal Medicine, College of Medicine, Chosun University	Kim et al
EPI_ISL_424853	USA/FL_9590/2020	North America / USA / Florida / 	2020-03-05	FL Bureau of Public Health Laboratories-Miami	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al
